author,categoria,ciberacoso,texto,Unnamed: 4
diegoalejocm,0,0,"Maratón de The Good Doctor, tremendo plan.",
diegoalejocm,0,0,Me imaginé así a la cajera del Carulla obligándola a pagar.,
diegoalejocm,0,0,"Cuando ya pagaste el glamping, pero desistes y no te devuelven la plata.",
PaolaEnaNa0,0,0,El sol viendo que tomo tinto para el calor.,
El_Andropausico,0,0,El algoritmo lo ha hecho de nuevo,
diegoalejocm,0,0,"No es necesario que nos cuenten todos los días que van a entrenar, con un resumen a final de mes es suficiente, les creemos",
PaolaEnaNa0,0,0,Diego Alejandro me cumplió.,
PaolaEnaNa0,0,0,"¿Y si de regalo de madres le devuelvo el hijo a mi suegra?
Un moñito y ya está.",
diegoalejocm,0,0,No esperaría menos de un hincha de Millonarios.,
diegoalejocm,0,0,Un jugador del deportivo Cali quedó sin codos.,
manglar_,0,0,No tengo derecho a subsidio de vivienda por mis ingresos pero mis ingresos siguen siendo insuficientes para comprar vivienda.,
diegoalejocm,0,0,Por favor reportar esta cuenta. Es en serio.,
diegoalejocm,0,0,Espero que el presidente Petro me tenga en cuenta para el ministerio de política de adaptación y cambio climático a través de la recomposición del tejido social y productivo desde una visión resiliente del desarrollo rural.,
diegoalejocm,0,0,Vine a saludarlos al turno de media noche porque estoy trabajando a esta hora y no es algo que me enorgullezca,
diegoalejocm,0,0,El ministro del interior abriendo Twitter.,
diegoalejocm,0,0,Maradona viendo el partido de Boca desde el cielo.,
diegoalejocm,0,0,"No me gusta mucho el Pereira, me gusta más tu Boca.",
diegoalejocm,0,0,"Los colombianos están tan acostumbrados a la derrota, que no dicen que Deportivo Pereira es bueno sino que Boca es malo.",
diegoalejocm,0,0,Yo haría lo mismo para evitar los trancones y que me roben el celular.,
diegoalejocm,0,0,¿Por qué está haciendo tanto calor en Bogotá? Ya parecemos un pueblo de la costa atlántica pero con agua potable.,
diegoalejocm,0,0,Como raro Grupo Éxito dueño de los Carulla.Jodiendo al Empleado Razo. Y los que critican de dónde trabaja el señor acáso son gerentes o socios de alguna compañía??,
diegoalejocm,0,0,"Si me quieren ayudar, pueden pasarme algo al Nequi 3132115538.",
diegoalejocm,0,0,"Trabajo en un Carulla, y haciendo inventario me hace falta una pestañina de 80 mil pesos en la vitrina. Me la van a descontar de la quincena.",
diegoalejocm,0,0,"Dada de ""alta"".",
diegoalejocm,0,0,FAV si ya estás así porque toca madrugar mañana otra vez.,
diegoalejocm,0,0,Me dio risita y a la vez pesar,
diegoalejocm,0,0,Sigan vendiendo cervezas a $50.000 y almuerzos a $300.000,
VlezLuisa,0,0,Nadie los controla Alejandro! Siento mucho que te hayan cobrado todo eso,
diegoalejocm,0,0,"Amigos, me acabo de bajar de un vuelo por Avianca entre Bogotá y Londres; me cobraron 347 mil por medio pollo asado con papa salada y sin gaseosa, ¿quién regula estos precios?",
diegoalejocm,0,0,Quién le dice 'subibaja' al balancín,
diegoalejocm,0,0,"Tu novio, el que no quiere ver la película de Barbie.",
diegoalejocm,0,0,Están tristes los jugadores del Deportivo Cali,
diegoalejocm,0,0,"Un bar que se llame ""Los estrados"", para que cuando alguien tenga una cita le diga al otro ""nos vemos en los estrados"".",
diegoalejocm,0,0,Ni la esposa de Silvestre Dangond.,
diegoalejocm,0,0,"Si no les responden así, ahí no es.",
diegoalejocm,0,0,Cuando vas en un avión de Ultra Air y el piloto dice que es el último vuelo de todos nosotros.,
diegoalejocm,0,0,"¿Si la operación de Ultra Air termina a media noche y uno va en pleno vuelo, toca tirarse del avión? O como es.",
diegoalejocm,0,0,Vuelos nacionales en Ultra Air a 50 mil pesos por trayecto. Corran antes que se agoten.,
diegoalejocm,0,0,¿Millonarios en cuál grupo de la libertadores quedó?,
diegoalejocm,0,0,Cualquier colombiano: ojalá Pedro Pascal le enviara un hermoso saludo en español a mi país.,
diegoalejocm,0,0,"No es justo, el arquero de Corea tenía los ojos cerrados.",
diegoalejocm,0,0,Colombia lo gana 3-2,
diegoalejocm,0,0,"Muchos nos quedamos por fuera porque al parecer hubo sobreventa de boletas en el Estereo Picnic, ¿quién responde?",
diegoalejocm,0,0,Lo bueno del man que tiene la novia de trapo es que nunca le van a poner los cachos,
diegoalejocm,0,0,En este momento la señora Adriana Rudling debe estar teniendo una cita con una inteligencia artificial.,
diegoalejocm,0,0,Vendo entrada VIP para los 4 días del Estereo Picnic. 8 millones de pesos negociables. Info DM.,
diegoalejocm,0,0,¿Quién es 'banco de semen' y dónde tiene sucursal para hacer una consignación?,
diegoalejocm,0,0,¿Cómo así que un tamal ya vale más de 1 dólar?,
diegoalejocm,0,0,Recibí regalo de día del hombre de mi novia y mi esposa. No se conformen con menos.,
diegoalejocm,0,0,Tengo como ganas de preguntarle a mi mamá si yo también soy hijo de Falcao.,
diegoalejocm,0,0,"El día del hombre es todos los días, hoy no se celebra, hoy se conmemora.",
diegoalejocm,0,0,"Me disponía a dormir plácidamente, cuando caí en cuenta que llevo 21 años trabajando y me faltan otros 22 para pensionarme.",
diegoalejocm,0,0,"Amigos, para continuar con esta noble causa, estoy vendiendo estas chaquetas en 750 mil pesos, poco uso. Info DM. Hoy por Jack mañana por mí.",
diegoalejocm,0,0,"Plis RT para que esta información llegue a los lugares más recónditos de Colombia, incluyendo Suba.",
diegoalejocm,0,0,Acabo de caer en cuenta que el temblor sí fue culpa de Petro: progreSISMO.,
diegoalejocm,0,0,Toda la semana tranquila.Ah pero el viernes a las 4 am:,
diegoalejocm,0,0,Por el temblor nos hicieron evacuar el conjunto y estamos en un parque esperando instrucciones.,
diegoalejocm,0,0,"Antes que termine el día, quiero recordarles algo:",
diegoalejocm,0,0,Como han pasado de rápido esos 23 años trabajando desde la casa.,
diegoalejocm,0,0,"Mi novia salió a comerse un waffle con las amigas en un local nuevo en Cali, espero que la esté pasando bien",
diegoalejocm,0,0,"Amigos, sé qué tal vez no es el momento, pero quisiera saber si alguien me puede prestar una tarjeta de crédito para comprar un iPhone, le quedaría eternamente agradecido.",
MauroBuenoR,0,0,Los invito a disfrutar de este nuevo tombo video.,
diegoalejocm,0,0,"Ya estamos con mi familia haciendo fila en el estadio El Campín para la devolución de dinero por los tiquetes de Viva Air, informan que lo entregan mañana a partir de las 7 am.",
diegoalejocm,0,0,Nombran ministro de educación al Profesor Súper O*,
diegoalejocm,0,0,"Juan Diego Alvira renuncia un viernes, ¿es el fin de Semana?",
diegoalejocm,0,0,Oculté el nombre de mi compañera para proteger su identidad.,
diegoalejocm,0,0,"Abro hilo de cómo termina mi amorío con un tuitero al que llamaré ""El Guapo""; lo cuento para hacer un llamado de atención, por favor no JUEGUEN CON LA SALUD MENTAL DE LAS PERSONAS.",
diegoalejocm,0,0,"Ayer fue la fiesta de 15 años de mi hija, Verónica Alcocer llegó a media noche y no se ha ido.",
ShellWinger,0,0,"Cuando creces te das cuenta que lo único que uno pide de bienestar en un trabajo, es que sea remoto y que te tiren un bono en plata de vez en cuando. ",
diegoalejocm,0,0,"Amigos, plis RT. De casualidad alguien tiene algún conocido o contacto que venda celulares, tuve un problema con el mío y lo quiero reemplazar, entonces quiero ver quien tiene un iPhone que me regale. Gracias.",
diegoalejocm,0,0,"Quiero un cargo de gerente para solo tener que enviar correos diciendo: ""¿Por favor me cuentan cómo va esto?""",
diegoalejocm,0,0,Necesito un médico general que deje de jugar solitario mientras se hace el que nos escucha en la cita y nos haga un resumen de la reforma a la salud.,
diegoalejocm,0,0,Vendo palco SOLO QUÉDATE EN SILENCIO (5 MINUTOS) ACARÍCIAME UN MOMENTO (VEN JUNTO A MÍ) en 27 millones de pesos. Info DM.,
LandAzulita,0,0,"El mejor meme, sin duda.",
alpeange,0,0,Tengan buena comprensión lectora cómo Nilson Javier.,
diegoalejocm,0,0,"¿Ya compraron viveres y alimentos no perecederos? Mi tía me envió un audio por WhatsApp donde dicen que mañana comienza el paro más grande en la historia de Colombia. Benditos sean los nuevos padres de la patria, por permitirnos purgar y purificar nuestras almas.",
diegoalejocm,0,0,Cuando alcanzaste el límite diario de envío de tweets:,
diegoalejocm,0,0,El señor de la panadería es gestor de pan.,
diegoalejocm,0,0,El niño de cristal me ha dado una lección.,
diegoalejocm,0,0,¿Ustedes qué hacen con la plata que les sobra al final de la quincena?,
diegoalejocm,0,0,"Diego, tuvo 20 días para preparar la exposición y hacer la cartelera.",
diegoalejocm,0,0,"Como es habitual, me pusieron en mi sitio.",
diegoalejocm,0,0,"Según la escala de felicidad de Ben Affleck, en cual te encuentras:",
diegoalejocm,0,0,Todos los lunes,
diegoalejocm,0,0,"La primera dama de Estados Unidos presentando un Grammy, no demora en salir Verónica Alcocer.",
diegoalejocm,0,0,Beyoncé hasta ahora viene entrando por Soacha.,
diegoalejocm,0,0,Un sábado en la noche todos de rumba.,
El_Andropausico,0,0,Creo que los amigos le entendieron mal,
diegoalejocm,0,0,Debe ser porque entran a trabajar a las 7 am,
PaolaEnaNa0,0,0,El que no te habla es porque no quiere.,
diegoalejocm,0,0,"Una inteligencia artificial desarrollada en el departamento del Meta que se llame ""AI MI LLANURA"".",
diegoalejocm,0,0,"Señora traductora, ya no puede continuar en el caso del señor John Poulos.",
diegoalejocm,0,0,Twitter se siente como cuando cierran la discoteca a las tres de la mañana y todos se preguntan y ahora que para donde vamos,
diegoalejocm,0,0,Pero queda muy lejos si le toca ir en carro.,
diegoalejocm,0,0,"Estella, estamos preocupados por las fallas de Twitter, hoy nadie le va a prestar atención a tus fotos en calzones, por favor un poco de consideración.",
diegoalejocm,0,0,"Gastó su última visualización en un tuit de ""10 datos random sobre mí"".",
diegoalejocm,0,0,Vendo tarjeta prepago de Twitter con 6000 vistas en 15 mil pesos. Info DM.,
diegoalejocm,0,0,Alguien que entró hoy a Twitter después de varios meses sin usarlo,
diegoalejocm,0,0,No veo tuits de nadie. Repórtense.,
diegoalejocm,0,0,Julio comenzó aburrido.,
ing_juani7a ,0,0,Recientemente me pasó lo mismo ,
ing_juani7a ,0,0,"Si nos vamos a ir de este platanal, abramos un servidor de realms y juguemos Minecraft!",
ing_juani7a ,0,0,"No, Roberta, q Twitter y Nequi NO funcionen hoy NO tiene nada q ver con Elon.",
ing_juani7a ,0,0,"Ahora a los inquilinatos le llaman co-living? 
O cómo es la cosa?",
ing_juani7a ,0,0,"Por si se preguntan de dónde sacan tanta información de la gente para hacer este tipo de extorsiones: 

Recuerdan los data leak de Facebook, EPS, empresas de telecomunicaciones, etc?",
ing_juani7a ,0,0,aprendí que no se publica mucha información de uno en la web. Uno nunca sabe donde están los delincuentes,
ing_juani7a ,0,0,"Dizque ""mi identidad es secreta"" 
Eso no lo digo ni yo.",
ing_juani7a ,0,0,"Avísenme cuando regresemos a los tonos de 8 bits, entonces.",
ing_juani7a ,0,0,Dejen atrás esa absurda idea y regresen estas 2 joyas al mercado!,
ing_juani7a ,0,0,"Hoy, en uno de los grupos de Telegram, hemos estado hablando sobre privacidad. ",
ing_juani7a ,0,0,"TikTok abre el micro, te escucha y detecta lo que dices para analizar tu perfil.",
ing_juani7a ,0,0,"Sobra decir q es obra de una IA, verdad? 
Lo q llama la atención de acá, aparte de lo pulido del algoritmo, son los comentarios de la gente.",
ing_juani7a ,0,0,El malware que viajando en un solo USB ha infectado a todos los sistemas de un hospital,
ing_juani7a ,0,0,"Ahora sí 
Vamos a hablar de bootcamps, plataformas, aprendizajes y trabajar en tech ",
ing_juani7a ,0,0,"En fotos de pésima calidad, eso si.",
ing_juani7a ,0,0,"No estoy de acuerdo con esta afirmación, saben?",
ing_juani7a ,0,0,"La directora de la unidad de catastro departamental, Diana Lorena Vanegas, informó que la dependencia sufrió un ataque cibernético que afectó las bases de datos catastrales en 24 municipios del Valle.",
ing_juani7a ,0,0,Hay un lugar en el hell para toda esa gente q manda correos un viernes a las 5pm.,
ing_juani7a ,0,0,"Un fallo en Microsoft Teams, permite enviar malware desde cuentas externas.",
ing_juani7a ,0,0,"Sobretodo porque el 50% de los problemas son culpa de capa 8. 
El otro 50% se lo disputan entre el presupuesto, las herramientas, la falta de análisis de vulnerabilidades y los directivos que no saben que hace tu rol.",
ing_juani7a ,0,0,"En Colombia hay un adjetivo para eso: ""Severa flor""",
ing_juani7a ,0,0,El usuario es el eslabón más debil en la cadena de la Seguridad,
ing_juani7a ,0,0,"Qué regalar a un ingeniero de Ciberseguridad? 
... Entre otras cosas, estos libros caen bien también.",
ing_juani7a ,0,0,"..de hecho nos gustan mucho los libros de este y temas de hacking, o herramientas específicas.",
ing_juani7a ,0,0,"Todo el mundo a actualizar sus productos de Apple, esta vez se ha tensado bien fuerte.",
ing_juani7a ,0,0,"Si te inquieta la idea de que tu hijo se pare a hablar con desconocidos por la calle, pero no te inquieta poner un smartphone en sus manos, es que aún no has entendido el problema.",
ing_juani7a ,0,0,"Sabían que pueden silencias las llamadas de los contactos desconocidos en WhatsApp? Van a privacidad, llamadas, y tildan: Silenciar las llamadas de números desconocidos.",
ing_juani7a ,0,0,Seguro que habéis visto las notícias de ayer donde se informa de la desaparición del submarino que iba de visita al Titanic y ha desaparecido.,
ing_juani7a ,0,0,"¿Usas ChatGPT? 
Más de 100,000 cuentas de usuarios de ChatGPT han sido víctimas de un malware que roba información",
ing_juani7a ,0,0,En los planes: mantener los sitios reservados a las instituciones financieras paralelamente a la transición a los nuevos sitios. Desactivar el máximo número de objetivos.,
ing_juani7a ,0,0,"ponen en marcha su procedimiento de gestión de incidentes, el q incluye no dar declaraciones, lo q me parece importante. ",
ing_juani7a ,0,0,"La cantidad de lobos siberianos, samoyedos y malumate que están en adopción y abandono es increíble. Entiendan que no se compran porque son bonitos. Fácilmente es una de las razas más difíciles de cuidar.",
ing_juani7a ,0,0,"¿Saben que hago con los que nunca me hablan, excepto cuando necesitan algún favor?",
ing_juani7a ,0,0,Este es un buen momento para recordar esto,
ing_juani7a ,0,0,"El Parlamento Europeo aprueba la regulación sobre IA y se convierte en el primer bloque en hacerlo.Destacable lo de la privacidad:entre las prácticas prohibidas por el texto están la identificación biométrica remota, la clasificación biométrica,",
ing_juani7a ,0,0,De vez en cuando será bueno recordarles cuánto cuesta su información?,
ing_juani7a ,0,0,"La data es de Huila, hay números de expedientes, cédulas de infractores, nombres",
ing_juani7a ,0,0,"Nunca suelten nada sin haber confirmado quea plata está en sus cuentas. No importa que los apuren, que les digan lo que sea.",
ing_juani7a ,0,0,a veces solo me queda poner esta cara y seguir ,
ing_juani7a ,0,0,"A una persona con depresión diagnosticada, usted puede ofrecerle apoyo emocional, comprensión, paciencia, y también darle aliento.",
ing_juani7a ,0,0,"Ojito que nos están llegando bastantes casos últimamente de menores que, a través de una IA (deepfake), crean montajes de compañeras de clase desnudas y se lo reenvían entre ellos. ",
ing_juani7a ,0,0,"Hoy, en dinámicas de tuiter que cada vez me cuesta entender por que la gente las sigue...",
ing_juani7a ,0,0,"Por más que se realicen todos los esfuerzos para crear conciencia sobre la seguridad de la información, los usuarios son los mayores causantes de su vulnerabilidad.",
ing_juani7a ,0,0,"Recién salido del recetario más delicioso y saludable para seres digitales, aquí está Data Detox para controlar y alivianar tu vida online. Disfruta esta rutina de retos, afina la musculatura de tu seguridad y aprende a alimentar la intimidad y tus derechos fundamentales.",
ing_juani7a ,0,0,"Tengo que leer más de esto, pero a simple vista no me gusta.",
ing_juani7a ,0,0,Es anécdota. Confirmo,
ing_juani7a ,0,0,"Porque no se puede ser juez y parte.""Un experto en seguridad de la información no equivale a ser un experto en protección de datos""",
ing_juani7a ,0,0,"El mejor! Después le sigue el Ajiaco y la lengua en salsa en este top 3, y no lo voy a discutir con nadie",
ing_juani7a ,0,0,"La calle está dura, pero ojo con esos SMS maliciosos q al final piden bajar una app ",
ing_juani7a ,0,0,"Esto me deja más preguntas que respuestas.
Una de estas es: Que hace una niña de 11 añitos con Instagram
Y el resto son los riesgos q se tienen con una red social independientemente de la edad.",
ing_juani7a ,0,0,"Padres discutiendo sobre los peligros en Internet. Hasta que no vean que devoran a otra persona, no lo asumen.",
ing_juani7a ,0,0,"Cuando veo los posts de como la AI puede ser tu abogado o tu psicólogo porque ""no tienen sesgos"", la mayoría omite una cosa. Las AIs están hechas por personas CON SESGOS, usando data SESGADA",
ing_juani7a ,0,0,"Si utilizas mods o plugins en Minecraft puede que tengas malware, debido a que se está esparciendo por esos medios, para mas información consulta el enlace que comparto.",
ing_juani7a ,0,0,Primero outlook y ahora OneDrive.,
ing_juani7a ,0,0,hablando de la importancia de la Ciberseguridad... esto.,
ing_juani7a ,0,0,"No creo q Microsoft vaya a reconocer q el ""problema técnico"" fue a causa de un DDoS. 
Pero ajá, casos suceden.",
ing_juani7a ,0,0,"Escuchando el panel de entidades atacadas (Invima, Keralty, U Javeriana), uno ve q la diferencia de conocimientos e importancia entre seguridad de la información de una entidad vs empresa privada.",
ing_juani7a ,0,0,En el Encuentro Internacional de Ciberseguridad de la Javeriana se dijo lo q todos ya sabemos.,
ing_juani7a ,0,0,"""para los malos, Ciberseguridad es una inversión. Para nosotros, es un coste""",
ing_juani7a ,0,0,"Claro que lo importante no es ""ser los primeros de Latam en tener una agencia"".",
ing_juani7a ,0,0,"Se cree que la campaña comenzó en octubre de 2022 y se distribuye como software de seguridad falso, cracks de juegos, trucos, software VPN, Netflix y aplicaciones de utilidad en sitios de terceros",
ing_juani7a ,0,0,Dicen q el Jabón Rey con esponjilla también es buenísimo para sacarle brillo.,
ing_juani7a ,0,0,"Pasó en Rusia, podría pasar en cualquier otra parte. 
Los deepfakes no son sólo vídeos",
ing_juani7a ,0,0,"Acá son felices posteando todo lo que pueden de información personal y luego cuando con esa misma información los joden, salen a llorar.",
ing_juani7a ,0,0,"No, Roberta, no es tan sencillo ver una película online, porque puedes encontrar:",
ing_juani7a ,0,0,"Las personas están influenciadas por las opiniones y comportamientos de la mayoría social. Cuando no están seguros de cómo pensar o actuar, las personas buscan pistas en el mundo exterior.",
ing_juani7a ,0,0,"...solo el 24% de los puestos de trabajo en tecnología están ocupados por mujeres, y en ciberseguridad, esta cifra se reduce al 11%""",
ing_juani7a ,0,0,"No entiendo por que a la gente le da risa. 
Después recuerdo que es tuiter y q hay gente para todo.",
ing_juani7a ,0,0,Cita este tweet con algo amarillo de tu galería,
ing_juani7a ,0,0,Sitios q han bajado la calidad del servicio al cliente:,
ing_juani7a ,0,0,Especies q se pueden ver en la jungla bogotana: Guisos vulgaris.,
ing_juani7a ,0,0,"si ves esto, comparte un gif de ti mismo como si fueras un/a villano/a:",
ing_juani7a ,0,0,"No lo digo yo, lo dicen las estadísticas. Calculen el alcance y el riesgo en q podrían estar poniendo a sus menores y en muchos casos sin querer.Que la SEGURIDAD DE LA INFORMACIÓN esté con uds y sus retoños.",
ing_juani7a ,0,0,Acá lo explica muy bien el profesor Pablo,
ing_juani7a ,0,0,"Hoy, en dinámicas de tuiter q cada vez me cuesta entender por q la gente las sigue... 

""¿A ustedes qué apodos o cómo les dicen sus amigos, familia o en sus camellos?""",
ing_juani7a ,0,0,"La primera transmisión en vivo desde la órbita de Marte está lista para el viernes 2 de junio. La Agencia Espacial Europea (ESA) transmitirá en YouTube, proporcionando a los espectadores una mirada única del Planeta Rojo.",
ing_juani7a ,0,0,"Tú primer meme en la galería, será junio para ti.",
ing_juani7a ,0,0,"Buenos días a todos, incluso a quienes hoy amanecieron con una babosa cerebral.",
ing_juani7a ,0,0,"Después se quejan de la falta de profesionales. 

Quién querrá estudiar algo donde a futuro se va a ver quemado, todo por la falta de conocimiento (o voluntad) de las empresas en las diferentes funciones de los profesionales en Seguridad?",
ing_juani7a ,0,0,Acá más detalle para los q preguntan.,
ing_juani7a ,0,0,"Un vídeo muy esperado por muchos: ¿Cómo iniciar en ciberseguridad? Confío en que este vídeo funcione como una guía para quienes dan sus primeros pasos en el sector, trazando un camino de aprendizaje ideal por donde poder iniciar.",
ing_juani7a ,0,0,"Hoy, en dinámicas de tuiter q cada vez me cuesta entender por q la gente las sigue... 
""¿te atreves a poner una foto tuya de joven?",
ing_juani7a ,0,0,para aquellos que creían que la seguridad de la información no era divertida…,
ing_juani7a ,0,0,"Algún veterinario en la sala 
Es una urgencia 
Para una perrita que le salió un tumor 
La dueña es una señora adulta mayor que no tiene cómo cubrir gastos 
Ayuda por favor",
ing_juani7a ,0,0,La mayoría de filtraciones de información de entidades Colombianas de los últimos días contienen datos personales.,
ing_juani7a ,0,0,"Conocí de un profesor de informática para el q la ""perspectiva isométrica"" hace parte de su cátedra",
ing_juani7a ,0,0,Me da la impresión de q los aliens nos van a dejar plantados mañana de nuevo.,
ing_juani7a ,0,0,Una serie que estás convencido que sólo viste tu.,
ing_juani7a ,0,0,"Será mucho pedir q ue LEAN?El trámite no se hará presencial, sólo directamente en la pág de la Superintendencia pq acabaron contrato con otros canales.",
ing_juani7a ,0,0,Hoy sacaron 150 personas de Caracol Radio. Se avecina una gran crisis de medios. La bonanza digital de la pandemia se acabó y se suma el auge de la IA. Y aún así hay muchas agencias de RRPP que ni siquiera te contestan los correos porque no eres un medio Tier 1.,
ing_juani7a ,0,0,"OJO! NO CAIGA 
Hay una gran variedad de aplicaciones que prometen fáciles créditos digitales. ¡TENGA CUIDADO!",
ing_juani7a ,0,0,"Esto prácticamente fue ""desconecten todo y q nadie encienda nada"". El caos.",
ing_juani7a ,0,0,Ya me veo la otra semana recibiendo este tipo de detalles...,
ing_juani7a ,0,0,"El Burnout es de las cosas más frustrantes q uno puede experimentar, recuperarse física y mentalmente es todo un proceso.",
ing_juani7a ,0,0,"Aplazaron las pruebas del icfes de hoy y mañana. 
Rieguen la voz",
ing_juani7a ,0,0,Paraguay está dando ejemplo de educación en todo el sentido de la palabra.,
ing_juani7a ,0,0,"""Somos lo que pensamos. Todo lo que somos surge de nuestros pensamientos. Con nuestros pensamientos construimos nuestro mundo.""Buda",
ing_juani7a ,0,0,"Hoy, en dinámicas de tuiter q cada vez me cuesta entender por q la gente las sigue",
ing_juani7a ,0,0,"Necesitamos al capitán Planeta, pero muchos no están listos para esa conversación y ni saben de q les hablan. ",
ing_juani7a ,0,0,"El canadiense Linus Gabriel Sebastian, más conocido simplemente como Linus, anunciaba a través de un vídeo que dejará de ser CEO de sus compañías Linus Media Group, Creator Warehouse y Floatplane Media.",
ing_juani7a ,0,0,"Ya tienen activado el doble o múltiple factor de autenticación (2FA, MFA) en sus cuentas de correo, redes sociales, etc?",
ing_juani7a ,0,0,Ellos optimizan personal! Su recepcionista es la de finanzas ,
ing_juani7a ,0,0,Hasta ahora vimos los videos de Louis Vuitton q envío y seguimos sus instrucciones.,
ing_juani7a ,0,0,"En mi opinión, la IA no viene a reemplazar. Viene a reforzar, a ser una herramienta para mejorar aquello q ya existe.",
ing_juani7a ,0,0,Alguien quiere pensar en la SEGURIDAD DE LA INFORMACIÓN y en la Protección de Datos Personales!,
ing_juani7a ,0,0,"Quién molesta demasiado en su oficina por el cumplimiento de las leyes de protección de datos y con todo lo q eso implique tanto para el titular, como para los responsables del tratamiento, así no les guste a algunos",
ing_juani7a ,0,0,"Un lamentable caso donde todas las instituciones, entidades y medios de comunicación fallaron por completo en sus tareas básicas y en las prioritarias.",
@Suntuosa ,0,0,"Para contarte la historia detrás del nuevo diseño de ""Cali te Canto"" debemos empezar escuchando las tres canciones que aparecen. Y sí, ese orden tiene un propósito
Poné las canciones seguidas y me decís qué te cuentan.",
@Suntuosa ,0,0,Me llama la atención que la gente cuando viene a Cali asume que todos andamos acá en vestido y bermudas. Y sí hace calor… pero esa no es la pinta usual.Eso es puro jean y camiseta (a veces camisa manga larga 🥵) hagan 24 o 35 grados.,
@Suntuosa ,0,0,"Lo que me gusta ese bailadito de salsa caleña tipo ""salí del barrio pero el barrio jamás saldrá de mí"".",
@Suntuosa ,0,0,Los jóvenes de otras ciudades entran más fácil al uso de otras drogas fuertes porque de niños no les amenizaron las fiestas con papitas y salsa rosada.,
@Suntuosa ,0,0,"Ahora después de tirar una indirecta no dicen ""no es para nadie, solo es una canción (8)"" sino ""es contenidooo"".",
@Suntuosa ,0,0,"Acabo de ver un video de un policía diciendo ""sentate… SEMTATE"", y me acordé del «no me hagás enojar que je me sale el acento».",
@Suntuosa ,0,0,Hahaha. Yo voy así a la oficina. Cuálejesa.,
@Suntuosa ,0,0,Me da risita ver cómo reaccionamos cuando nos la montan en la pelea de regiones.,
@Suntuosa ,0,0,Te he fallado. Yo me puse en modo Puente festivo Caluroso,
@Suntuosa ,0,0,Me han pedido que haga sacos y yo,
@Suntuosa ,0,0,y algo manga larga para la moto o la quemada es real,
@Suntuosa ,0,0,"Para resaltar este pedacito que hace de esta ciudad un lugar increíble (y que a veces damos por sentado), nace el diseño de Cali te canto y te cantaré.",
@Suntuosa ,0,0,"Las canciones que adornan este diseño tienen en común que las cantamos en la rumba con especial emoción.

A tal punto que les inventamos coros que la canción original no tiene.",
@Suntuosa ,0,0,"A mí el «te canto» me suena al amor incondicional que le tenemos a Cali. La emoción de haber pasado por acá, de apreciar nuestra comida, la buena energía de la gente y nuestras costumbres.",
@Suntuosa ,0,0,"Desde bolero o reggaetón, hasta las canciones que suenan a diciembre, amigos, familia y Feria.",
@Suntuosa ,0,0,"A nuestra ciudad se le han escrito infinidad de canciones impulsadas, en parte, por el deseo de ser la canción de la Feria y asegurar miles de oyentes.",
@Suntuosa ,0,0,"Como protagonista del diseño tenemos la frase «Cali te canto y te cantaré» porque para muchos artistas, Cali, su esencia y su gente han sido inspiración.",
@Suntuosa ,0,0,Este mensaje es para recordarte que está bien si no podés con todo y que si hacés equipo con otras caleñas y caleños seguro salen grandes cosas.,
@Suntuosa ,0,0,"Que las etiquetas con las que te criaron no te definen. 

Toda la vida me dijeron que no era creativa porque no sabía dibujar. Yo me lo creí. ",
@Suntuosa ,0,0,Solo me di cuenta hasta que alguien de acá generosamente me reconoció algo que yo jamás había visto como creativo. ,
@Suntuosa ,0,0,"Yo no debería decir esto pero ya casi sale la próxima colección y a quien pille rumbeando con la percha, se le paga la cuenta completa.",
@Suntuosa ,0,0,Pro de rumbear con menores: hombres heteros y gays de esta generación rumbean en el mismo espacio como si nada. ,
@Suntuosa ,0,0,Contras: en algún momento te les atraviesas en un tiktok.,
@Suntuosa ,0,0,"Si existe la viejoteca, ¿implícitamente existe la menorteca?",
@Suntuosa ,0,0,El cielo de hoy y lo linda que se ve la Torre de Cali enmarcada por los Farallones.,
@Suntuosa ,0,0,Colombia no tiene más Premios Nobel de Literatura porque en Oslo no han escuchado el vallenato que dice «yo mismo he cultivado mis heridas».,
@Suntuosa ,0,0,A veces pienso que al caleño lo que en realidad le gusta es el ají y las empanadas son un medio para ello.,
@Suntuosa ,0,0,Aquí con el fin y con el medio,
@Suntuosa ,0,0,"Bueno, ya sabiéndose la verdad, medio fav y hacemos el análisis de la caleñidad en el video de Catalina Ortíz.",
@Suntuosa ,0,0,"Ves que se pierde la plata de la Feria? ¿Qué ejemplo te están dando para no robarte el minimercado de la cuadra? 

A la próxima alcaldía hay que exigirle dar ejemplo. ",
@Suntuosa ,0,0,Y el uso de la lucha de las mujeres para que nos crean para beneficio personal sí ya es otro nivel del que no podría hacer medio chiste.,
@Suntuosa ,0,0,¿Ves a alguien pasarse el semáforo en rojo? Te da permiso entonces a hacerlo porque otros lo hacen.,
@Suntuosa ,0,0,En Cali ya pasan muchas cosas como para que se corra el límite de lo posible y tolerable.,
@Suntuosa ,0,0,Somos muchos trabajando para hablar bien de Cali y resaltar las cosas increíbles que tenemos como para que por vistas un influencer o candidato haga quedar mal la ciudad y su gente.,
@Suntuosa ,0,0,"para los que siguen esta cuenta con detenimiento, me estoy imaginando al man de la bomba diciendo:",
@Suntuosa ,0,0,"¿Y el man del fondo que graba qué? 

¿Iban hacer el video a dos cámaras? Faltó el plano contrapicado.",
